date,open,high,low,close,volume
2024-03-28,304.87,307.55,291.44,292.84,34411300
2024-03-29,291.87,302.61,291.11,301.15,24708440
2024-04-01,303.31,305.66,298.4,303.42,31492944
2024-04-02,306.02,306.97,291.61,297.19,52502060
2024-04-03,298.15,306.73,296.81,304.63,51664389
2024-04-04,307.31,311.0,301.2,306.0,34704577
2024-04-05,304.86,306.27,289.46,295.01,46437826
2024-04-08,301.87,303.39,293.6,293.77,65591951
2024-04-09,294.04,298.29,290.02,297.62,40643175
2024-04-10,299.07,304.06,290.19,291.43,40312003
2024-04-11,295.04,296.61,291.58,293.55,50228973
2024-04-12,292.99,301.14,285.48,298.47,32075679
2024-04-15,293.15,294.92,291.79,292.72,47791290
2024-04-16,289.35,295.54,288.73,289.97,40188453
2024-04-17,294.35,306.13,290.37,302.36,27707760
2024-04-18,307.77,309.11,296.49,302.22,52208004
2024-04-19,299.31,300.89,283.82,294.2,49266927
2024-04-22,292.09,298.46,286.75,291.11,29320115
2024-04-23,287.52,295.26,282.87,294.25,31135298
2024-04-24,293.36,296.23,289.92,293.29,60218598
2024-04-25,294.23,295.68,269.04,271.13,26557217
2024-04-26,269.83,271.95,263.61,263.94,62237314
2024-04-29,261.08,274.31,255.5,274.08,65193844
2024-04-30,278.43,278.54,266.51,267.0,32597223
2024-05-01,265.38,277.72,263.95,274.88,33231997
2024-05-02,272.46,281.1,271.38,277.09,38114468
2024-05-03,275.83,281.05,273.4,280.47,36252177
2024-05-06,284.7,295.63,281.03,288.64,64953242
2024-05-07,291.49,307.71,290.28,300.92,58186982
2024-05-08,299.03,302.5,288.03,293.17,25841592
2024-05-09,293.12,298.02,281.39,282.8,31396016
2024-05-10,282.88,287.13,269.42,270.73,49567103
2024-05-13,274.79,276.24,262.07,268.09,40974178
2024-05-14,271.08,271.34,262.78,269.18,50108376
2024-05-15,269.56,282.84,267.93,278.25,34671427
2024-05-16,277.22,279.12,272.59,274.85,36336400
2024-05-17,278.1,279.3,271.55,272.25,61014432
2024-05-20,269.12,280.89,268.09,278.17,64386431
2024-05-21,274.49,282.12,273.49,279.69,46117652
2024-05-22,280.14,282.41,278.54,282.33,40581972
2024-05-23,280.26,280.28,277.09,278.6,45718912
2024-05-24,279.9,282.27,269.22,270.08,28660220
2024-05-27,271.63,274.07,268.78,271.25,48859027
2024-05-28,274.05,277.86,258.75,259.86,33718353
2024-05-29,262.36,262.92,258.51,260.0,58118750
2024-05-30,260.13,265.61,247.82,247.96,45762042
2024-05-31,242.87,249.87,242.58,244.05,60312903
2024-06-03,242.14,266.19,241.04,261.91,57435687
2024-06-04,263.22,271.88,258.18,269.69,35107021
2024-06-05,271.61,277.4,255.73,259.58,42761480
2024-06-06,256.79,258.63,253.11,258.07,39104077
2024-06-07,259.03,262.14,254.06,258.7,54896541
2024-06-10,254.96,271.48,252.32,263.82,39566723
2024-06-11,264.65,271.78,259.73,268.83,52355636
2024-06-12,268.05,271.64,261.07,271.2,38040968
2024-06-13,267.5,271.72,266.35,270.88,28817858
2024-06-14,269.17,279.42,264.24,278.21,64769136
2024-06-17,277.3,286.48,276.02,283.22,65393198
2024-06-18,284.89,286.5,284.44,285.35,35186302
2024-06-19,283.52,288.16,277.99,279.77,47511986
2024-06-20,278.34,287.04,277.59,286.11,49612027
2024-06-21,286.48,301.77,286.29,301.68,42010015
2024-06-24,300.49,302.04,291.96,292.79,35618914
2024-06-25,291.27,296.98,289.39,295.18,43079951
2024-06-26,295.53,303.06,292.78,299.04,32556630
2024-06-27,300.5,305.72,294.84,297.64,42172506
2024-06-28,294.35,300.42,294.32,296.17,53141261
2024-07-01,290.55,299.35,287.29,294.33,31257789
2024-07-02,298.95,302.35,294.11,294.89,56507145
2024-07-03,297.32,305.15,285.19,287.32,44526128
2024-07-04,284.99,286.97,279.74,281.72,30512301
2024-07-05,282.81,286.31,277.7,279.19,59714290
2024-07-08,281.45,288.54,280.52,286.9,41458001
2024-07-09,292.02,303.89,291.68,302.21,28702273
2024-07-10,300.36,303.77,285.22,292.14,28801533
2024-07-11,293.86,297.21,283.69,286.23,25250351
2024-07-12,286.14,289.98,285.22,287.64,49896683
2024-07-15,286.17,290.0,279.85,282.45,54708532
2024-07-16,284.28,286.9,279.01,282.4,49324245
2024-07-17,280.03,282.11,277.06,282.03,50265603
2024-07-18,284.29,291.38,274.89,279.0,39856463
2024-07-19,279.5,298.15,277.86,293.85,49652741
2024-07-22,294.81,295.89,269.31,272.03,50667502
2024-07-23,272.26,273.0,250.21,253.71,43402970
2024-07-24,253.29,258.26,249.97,251.57,47114571
2024-07-25,249.59,265.88,244.69,261.77,60647267
2024-07-26,260.61,262.4,253.34,255.26,45169366
2024-07-29,250.75,260.34,248.53,259.88,61123905
2024-07-30,261.24,283.93,259.04,277.89,28140771
2024-07-31,276.07,282.12,270.96,281.85,64847228
2024-08-01,281.94,282.84,276.35,277.57,50917303
2024-08-02,279.1,281.76,276.41,277.01,55508378
2024-08-05,275.5,278.54,272.06,278.44,53245156
2024-08-06,278.95,281.67,270.64,273.45,53074950
2024-08-07,279.16,284.58,262.63,269.91,46969368
2024-08-08,271.4,278.9,268.74,269.88,32442752
2024-08-09,270.43,275.97,266.9,268.06,25447537
2024-08-12,270.13,275.19,267.48,269.18,64315446
2024-08-13,270.77,273.19,268.08,268.67,32163292
2024-08-14,269.5,275.84,269.35,275.44,40299757
2024-08-15,270.89,278.71,267.85,277.39,38798919
2024-08-16,276.44,294.17,273.88,289.74,37270345
2024-08-19,286.32,296.71,285.28,294.44,65172868
2024-08-20,296.33,299.43,281.91,285.27,51348251
2024-08-21,281.1,288.63,276.38,277.89,35775375
2024-08-22,275.27,289.44,274.24,286.22,54094801
2024-08-23,284.48,284.62,271.14,272.62,37526138
2024-08-26,274.41,292.49,272.01,285.89,30328074
2024-08-27,288.95,291.98,279.8,280.19,60706674
2024-08-28,278.61,293.39,277.35,291.21,55846025
2024-08-29,287.76,317.51,283.99,317.23,28207839
2024-08-30,317.26,322.47,301.15,303.75,36674981
2024-09-02,304.34,307.17,282.49,284.51,36297168
2024-09-03,286.46,292.06,279.55,282.4,52152727
2024-09-04,283.22,287.31,267.72,269.11,32905172
2024-09-05,269.46,271.08,259.49,260.54,40901626
2024-09-06,260.58,273.06,260.19,268.62,27155636
2024-09-09,266.3,277.29,264.7,272.17,28859390
2024-09-10,272.43,283.04,270.05,278.91,54258018
2024-09-11,280.98,282.25,273.39,275.55,63280706
2024-09-12,277.33,286.17,275.1,283.25,31366466
2024-09-13,287.66,288.86,267.85,273.63,53701823
2024-09-16,273.85,293.78,268.2,289.03,43127859
2024-09-17,285.88,286.42,276.02,280.26,43205486
2024-09-18,277.99,292.18,272.13,287.57,58858524
2024-09-19,284.9,299.97,280.75,297.14,52884967
2024-09-20,297.62,302.07,294.41,297.11,51215422
2024-09-23,294.57,301.66,293.67,298.54,49155505
2024-09-24,296.08,300.07,290.74,296.06,33921808
2024-09-25,291.83,305.22,291.65,304.17,36684243
2024-09-26,310.62,313.33,306.11,310.62,38579097
2024-09-27,313.24,322.25,311.36,318.95,58890270
2024-09-30,317.85,321.98,316.39,321.77,39595436
2024-10-01,322.67,327.12,303.93,307.93,29549486
2024-10-02,301.93,306.46,300.05,305.7,52694607
2024-10-03,307.19,311.3,305.77,310.98,65039431
2024-10-04,308.14,309.76,303.85,308.4,37069299
2024-10-07,303.58,320.67,296.14,318.47,53474364
2024-10-08,314.31,333.49,311.64,327.07,49618713
2024-10-09,329.76,336.49,303.83,306.74,54852943
2024-10-10,308.07,313.97,307.98,311.35,54003693
2024-10-11,318.64,325.6,315.65,323.44,41545538
2024-10-14,320.45,330.01,308.97,328.64,31227000
2024-10-15,329.89,341.04,325.04,340.42,54719895
2024-10-16,341.93,352.72,336.2,349.19,62527119
2024-10-17,348.4,359.38,346.3,358.74,61446010
2024-10-18,361.5,368.32,360.21,368.0,31289974
2024-10-21,363.38,369.05,361.26,365.73,42548017
2024-10-22,365.47,367.04,364.52,366.43,31333542
2024-10-23,367.01,369.08,348.94,352.22,57189092
2024-10-24,350.06,350.32,341.39,342.08,54381381
2024-10-25,341.53,344.71,340.99,341.25,61992219
2024-10-28,343.38,349.36,330.69,332.94,25727189
2024-10-29,335.45,341.6,327.11,338.04,59338232
2024-10-30,339.13,341.09,333.83,335.23,39645899
2024-10-31,332.86,351.85,330.45,340.58,61181259
2024-11-01,340.53,342.51,333.8,337.76,63942138
2024-11-04,336.52,344.76,336.43,343.53,57825558
2024-11-05,338.84,349.05,334.0,346.81,47543539
2024-11-06,350.67,359.58,335.76,337.11,25744338
2024-11-07,337.01,342.67,324.29,325.41,24797185
2024-11-08,326.21,334.53,321.27,329.05,65000942
2024-11-11,331.07,332.32,326.67,329.13,34428474
2024-11-12,329.87,335.87,318.17,325.97,37321787
2024-11-13,324.58,325.15,321.98,322.32,60642004
2024-11-14,321.7,330.02,318.24,325.19,58740345
2024-11-15,327.9,337.33,325.07,336.41,55437919
2024-11-18,338.18,361.22,334.63,359.15,33187668
2024-11-19,357.51,378.55,356.6,373.89,44256958
2024-11-20,370.37,392.74,365.2,377.99,65326055
2024-11-21,386.88,398.49,368.88,372.12,58553759
2024-11-22,373.28,377.24,364.92,365.54,44687450
2024-11-25,368.22,369.84,358.02,361.31,47126308
2024-11-26,361.05,376.97,355.61,375.51,26199835
2024-11-27,374.66,388.79,366.95,386.08,65206345
2024-11-28,388.12,388.65,379.03,381.12,45244594
2024-11-29,378.46,388.38,369.55,383.62,26393595
2024-12-02,382.0,393.3,380.63,385.53,63821709
2024-12-03,383.6,387.22,370.81,385.77,41090202
2024-12-04,387.86,409.76,381.62,405.74,29419015
2024-12-05,407.49,414.55,392.86,400.42,30144617
2024-12-06,399.95,408.36,392.37,407.3,34556695
2024-12-09,406.38,410.55,401.3,407.45,59473256
2024-12-10,409.39,420.81,408.91,419.8,59388521
2024-12-11,415.99,423.27,410.61,412.86,56879462
2024-12-12,412.3,429.22,412.14,427.2,46367952
2024-12-13,432.29,443.73,430.77,439.95,29460173
2024-12-16,438.47,467.92,433.75,456.63,46458468
2024-12-17,457.7,462.15,440.35,443.38,28714857
2024-12-18,447.29,450.26,437.49,444.43,41639718
2024-12-19,443.75,444.63,423.88,424.59,50993701
2024-12-20,423.75,434.02,420.93,432.51,64818256
2024-12-23,424.97,444.36,423.97,443.23,48199477
2024-12-24,447.87,456.39,441.36,455.83,33931850
2024-12-25,454.34,463.19,443.81,459.3,43555914
2024-12-26,454.39,485.47,450.03,484.74,53224793
2024-12-27,488.48,501.02,485.75,494.67,50516548
2024-12-30,499.55,503.31,495.47,495.63,47505144
2024-12-31,489.11,509.12,488.03,497.22,52101420
2025-01-01,497.58,505.87,481.7,484.34,47256970
2025-01-02,492.18,494.02,474.72,475.27,47228415
2025-01-03,480.29,489.43,477.41,488.98,62766022
2025-01-06,485.53,493.42,474.32,485.68,53173392
2025-01-07,497.66,504.64,464.21,466.53,24640029
2025-01-08,465.49,469.79,446.01,451.55,35139077
2025-01-09,451.26,461.16,450.76,457.53,57906122
2025-01-10,458.58,460.78,456.52,460.38,30391256
2025-01-13,455.71,462.75,452.86,458.7,55212229
2025-01-14,454.3,455.91,438.4,445.22,48021156
2025-01-15,439.41,441.26,423.57,431.55,52000555
2025-01-16,433.85,434.36,423.5,428.3,34507918
2025-01-17,428.77,436.0,425.9,430.25,45423124
2025-01-20,429.67,448.6,421.03,438.49,32806097
2025-01-21,439.14,443.58,426.38,428.0,50708779
2025-01-22,429.71,434.99,416.19,422.69,54619300
2025-01-23,421.64,458.86,420.12,448.56,27621247
2025-01-24,452.62,455.35,445.61,450.79,33500708
2025-01-27,448.66,473.32,433.21,469.47,40199700
2025-01-28,468.17,487.94,461.73,487.63,33659836
2025-01-29,478.63,523.09,473.93,513.66,47060976
2025-01-30,510.72,525.58,502.01,524.16,30365459
2025-01-31,526.54,539.49,508.78,511.38,42369717
2025-02-03,512.19,523.25,499.31,499.37,41264499
2025-02-04,507.21,512.47,493.29,494.63,28153909
2025-02-05,497.06,509.22,493.27,501.52,36253742
2025-02-06,499.23,515.16,492.52,512.91,49696825
2025-02-07,515.0,527.62,508.05,515.93,25524188
2025-02-10,524.81,525.58,485.93,491.17,58759318
2025-02-11,490.84,494.87,488.57,493.6,34924384
2025-02-12,491.1,528.85,489.11,522.89,63145985
2025-02-13,526.05,528.62,510.24,512.74,25784835
2025-02-14,515.05,516.59,480.94,491.03,39808353
2025-02-17,491.39,497.01,484.08,490.16,56105091
2025-02-18,495.18,507.73,489.88,504.2,33178052
2025-02-19,506.64,509.8,481.8,490.3,32947365
2025-02-20,486.62,490.32,459.75,461.96,29772515
2025-02-21,471.28,488.93,456.47,480.32,46526991
2025-02-24,476.29,484.34,475.63,478.91,26333309
2025-02-25,479.38,482.03,459.39,466.98,51563794
2025-02-26,469.86,502.33,466.82,493.08,64023710
2025-02-27,486.94,490.33,478.84,486.16,46094846
2025-02-28,483.16,507.13,472.95,495.52,25827013
2025-03-03,495.85,526.33,494.51,526.11,51710464
2025-03-04,518.64,526.06,514.31,517.23,60171077
2025-03-05,520.27,524.36,509.72,513.41,27453190
2025-03-06,514.92,521.21,503.03,513.36,58017669
2025-03-07,523.73,527.61,510.54,511.07,48559807
2025-03-10,518.9,523.97,507.69,515.51,64223841
2025-03-11,517.0,520.46,502.52,514.23,50067682
2025-03-12,499.94,508.13,490.69,498.2,29579903
2025-03-13,505.35,540.08,504.32,536.19,45600376
2025-03-14,535.37,566.76,529.2,558.07,36075811
2025-03-17,561.11,569.29,535.69,540.74,53357418
2025-03-18,533.06,537.09,530.16,533.11,28324652
2025-03-19,531.3,544.94,524.74,543.32,43240913
2025-03-20,545.57,566.71,545.43,563.88,46867656
2025-03-21,554.66,571.37,549.16,570.67,47615725
2025-03-24,577.46,582.17,563.36,567.36,61824058
2025-03-25,572.62,578.45,559.15,567.46,52416623
2025-03-26,569.38,585.67,568.31,583.75,59241731
2025-03-27,585.24,588.68,556.84,560.33,58195384
2025-03-28,557.05,575.89,556.3,571.13,50742611
2025-03-31,571.28,579.89,567.49,574.95,57499706
2025-04-01,582.43,584.89,575.54,575.81,62536906
2025-04-02,576.0,585.26,571.48,572.45,49790922
2025-04-03,576.08,580.4,515.28,529.68,33205609
2025-04-04,530.15,531.02,517.99,525.52,63660452
2025-04-07,532.98,551.74,529.73,542.61,53983474
2025-04-08,539.45,547.27,508.43,512.83,27282078
2025-04-09,510.02,529.48,504.05,518.86,36247084
2025-04-10,515.01,515.31,490.83,493.79,51807588
2025-04-11,494.22,506.14,484.71,499.71,36084850
2025-04-14,502.71,512.38,499.0,501.84,40740034
2025-04-15,498.86,499.58,494.15,497.77,26262582
2025-04-16,493.81,495.71,467.11,469.04,63651983
2025-04-17,476.14,485.02,475.0,479.43,40052675
2025-04-18,481.67,483.3,474.34,479.24,54309884
2025-04-21,490.2,497.63,475.7,477.24,37185867
2025-04-22,478.62,479.54,456.77,457.49,39973139
2025-04-23,457.46,498.66,442.8,497.72,47097854
2025-04-24,500.79,503.44,482.07,484.38,54611427
2025-04-25,491.83,503.5,482.04,500.15,32665640
2025-04-28,489.63,503.78,486.04,498.69,65490373
2025-04-29,505.77,518.18,498.3,504.82,61534883
2025-04-30,510.2,516.99,499.49,513.12,52983396
2025-05-01,515.93,522.89,511.81,521.5,48374389
2025-05-02,525.88,529.58,495.4,502.97,51427440
2025-05-05,502.64,515.08,490.96,508.76,30319764
2025-05-06,511.61,517.58,503.19,507.97,38206409
2025-05-07,515.78,534.54,515.2,530.76,32971561
2025-05-08,523.36,532.43,522.3,527.37,46891903
2025-05-09,520.93,533.59,520.7,528.04,51401782
2025-05-12,527.0,538.94,520.45,534.92,27252564
2025-05-13,539.98,550.38,534.62,536.53,41186150
2025-05-14,537.56,550.39,529.12,541.22,65487835
2025-05-15,540.95,544.67,524.19,532.3,37936556
2025-05-16,527.87,531.34,507.43,510.82,43993410
2025-05-19,500.47,513.19,496.41,508.32,41544654
2025-05-20,508.71,512.57,497.58,501.19,48016153
2025-05-21,500.19,537.41,492.86,526.25,37269819
2025-05-22,537.23,541.81,532.83,539.6,38286484
2025-05-23,536.09,554.08,528.06,548.71,62967854
2025-05-26,556.23,563.28,521.04,539.49,51700820
2025-05-27,543.43,554.15,543.3,544.27,60347307
2025-05-28,545.73,546.97,534.56,539.76,44654753
2025-05-29,538.39,545.28,523.32,526.91,53397015
2025-05-30,531.02,532.06,507.3,509.82,25184627
2025-06-02,510.45,515.51,497.17,500.15,51416413
2025-06-03,496.12,504.93,490.06,503.74,46977653
2025-06-04,510.43,518.57,502.35,503.73,36487533
2025-06-05,496.26,515.87,489.1,504.61,56062651
2025-06-06,507.62,521.84,505.4,518.83,52241948
2025-06-09,519.52,531.08,477.33,486.43,27587893
2025-06-10,496.35,506.61,494.87,503.76,56310569
2025-06-11,502.75,518.74,496.02,515.89,65164956
2025-06-12,514.03,529.13,511.02,523.86,38848910
2025-06-13,524.22,577.36,516.74,571.04,41328233
2025-06-16,571.27,592.19,565.55,589.56,48208463
2025-06-17,589.47,607.42,581.12,604.47,32901297
2025-06-18,590.87,598.29,576.25,590.21,28599754
2025-06-19,598.22,606.25,547.76,553.29,43919383
2025-06-20,548.35,556.81,547.25,553.18,53353152
2025-06-23,550.03,554.19,510.38,515.74,48807346
2025-06-24,515.81,535.59,511.64,529.84,56740956
2025-06-25,540.77,546.17,508.94,512.67,39690588
2025-06-26,515.76,527.1,514.66,522.98,38704556
2025-06-27,520.42,528.6,512.82,526.73,44655991
2025-06-30,518.0,530.46,514.21,529.03,57882729
2025-07-01,523.5,566.96,513.65,556.0,26212507
2025-07-02,549.92,557.8,522.28,536.61,44870623
2025-07-03,531.76,538.36,528.02,533.25,59433936
2025-07-04,542.36,544.47,533.85,540.05,53700524
2025-07-07,530.57,572.26,527.46,564.99,29400073
2025-07-08,563.98,573.93,549.29,554.65,54549682
2025-07-09,555.03,569.12,549.72,564.87,56841644
2025-07-10,570.07,586.92,563.79,585.72,29728150
2025-07-11,590.18,596.4,556.37,561.82,41543445
2025-07-14,552.13,561.34,551.68,555.09,31217902
2025-07-15,555.48,565.33,538.82,542.39,64936725
2025-07-16,546.09,564.38,532.21,557.89,26192594
2025-07-17,555.56,579.3,546.79,573.37,63251300
2025-07-18,584.24,598.23,583.96,591.11,53781296
2025-07-21,591.74,624.9,585.61,613.91,61041424
2025-07-22,607.26,617.78,604.2,610.62,29565954
2025-07-23,604.34,658.7,599.69,651.94,51099223
2025-07-24,645.76,691.15,635.42,681.66,46651210
2025-07-25,674.75,718.84,672.59,703.01,47385112
2025-07-28,709.37,767.33,694.48,763.64,50310599
2025-07-29,770.05,783.84,767.66,776.91,58143367
2025-07-30,774.0,798.28,760.4,786.36,54751610
2025-07-31,777.55,783.2,764.99,775.17,25714386
2025-08-01,774.73,776.47,751.62,756.54,26582452
2025-08-04,755.92,774.3,755.65,769.29,59768160
2025-08-05,760.13,807.27,758.68,789.45,26033754
2025-08-06,786.53,790.1,762.03,767.35,57159644
2025-08-07,759.4,770.17,752.45,758.12,40011343
2025-08-08,753.49,762.23,739.62,740.22,51892149
2025-08-11,734.35,742.23,731.02,738.22,29291075
2025-08-12,737.55,745.68,727.39,733.96,30727711
2025-08-13,725.87,748.55,711.48,744.35,54619959
2025-08-14,740.31,745.54,726.56,729.56,49660040
2025-08-15,727.65,727.7,697.84,702.61,62811029
2025-08-18,706.14,727.33,698.4,725.59,56562434
2025-08-19,732.04,778.3,725.47,772.74,45997567
2025-08-20,781.22,799.09,764.14,772.04,38817738
2025-08-21,763.29,764.62,743.75,745.8,57819841
2025-08-22,753.72,765.59,731.46,735.09,62489677
2025-08-25,736.31,740.69,731.2,735.46,58406857
2025-08-26,739.38,740.17,717.76,735.3,26853957
2025-08-27,738.69,747.03,728.64,731.76,51726777
2025-08-28,729.04,729.56,722.01,727.24,53461378
2025-08-29,733.59,753.16,725.44,752.0,59770534
2025-09-01,759.33,818.52,756.55,797.77,35016488
2025-09-02,795.94,798.12,791.02,791.43,31742667
2025-09-03,787.58,795.3,775.32,776.69,34014377
2025-09-04,788.67,809.91,778.68,803.69,41579259
2025-09-05,803.43,817.15,780.54,792.24,59555917
2025-09-08,801.36,804.39,766.12,777.98,50395617
2025-09-09,784.26,788.08,771.01,773.62,50066168
2025-09-10,794.83,806.31,765.74,771.54,59574051
2025-09-11,767.26,785.23,761.84,772.41,63019425
2025-09-12,767.08,791.16,752.45,779.38,45084361
2025-09-15,781.03,804.38,766.5,798.36,59667720
2025-09-16,794.44,819.38,792.42,817.88,49151843
2025-09-17,814.53,868.91,805.08,853.0,49174828
2025-09-18,862.28,872.95,781.22,791.89,49843128
2025-09-19,778.15,792.6,758.15,772.76,52910583
2025-09-22,773.76,776.86,771.52,773.86,51561217
2025-09-23,763.98,764.77,750.78,752.23,60940726
2025-09-24,754.36,785.87,749.55,784.98,28192958
2025-09-25,786.95,792.96,753.44,754.98,52617053
2025-09-26,754.24,755.74,693.35,723.73,64598796
2025-09-29,716.6,759.67,699.66,754.33,45742961
