date,open,high,low,close,volume
2024-03-08,167.23,169.27,166.04,166.49,49666402
2024-03-11,167.38,168.39,164.72,165.19,44118680
2024-03-12,164.63,168.34,163.18,167.58,91298799
2024-03-13,168.17,169.65,166.83,167.4,36842576
2024-03-14,166.64,167.53,166.07,166.83,44413814
2024-03-15,166.26,168.49,165.9,166.82,77317134
2024-03-18,167.05,169.24,164.87,165.19,80472429
2024-03-19,164.5,171.43,164.38,170.83,85108367
2024-03-20,171.05,171.28,169.54,170.21,53718051
2024-03-21,169.13,171.7,167.91,170.89,80245169
2024-03-22,171.41,172.56,169.59,170.99,71204922
2024-03-25,170.39,170.49,167.83,169.82,38069399
2024-03-26,169.69,170.62,166.61,168.5,87075192
2024-03-27,169.94,171.76,168.97,170.62,75053497
2024-03-28,169.49,174.51,169.15,173.43,35811420
2024-03-29,175.24,176.01,171.86,172.02,69185376
2024-04-01,172.8,172.92,169.39,170.93,90216369
2024-04-02,170.25,173.33,170.06,170.32,49369075
2024-04-03,170.54,171.78,168.08,169.4,68280102
2024-04-04,168.03,172.92,167.93,171.75,43490177
2024-04-05,172.56,172.64,168.04,169.47,53724782
2024-04-08,168.78,169.93,164.84,167.1,77453404
2024-04-09,167.34,170.63,166.68,170.01,80423766
2024-04-10,169.32,172.75,169.21,172.26,46136189
2024-04-11,172.59,172.59,166.47,167.89,63514385
2024-04-12,167.36,167.38,163.09,165.28,39361161
2024-04-15,165.2,167.39,165.14,165.99,86906464
2024-04-16,165.64,171.44,165.11,170.01,75837157
2024-04-17,170.19,171.13,169.46,171.04,88658163
2024-04-18,169.59,174.85,169.31,174.51,38139334
2024-04-19,173.91,175.64,173.45,175.42,81674983
2024-04-22,176.53,177.21,172.08,173.27,62136906
2024-04-23,173.47,174.49,172.72,173.46,57052476
2024-04-24,173.17,173.45,170.15,171.22,71760461
2024-04-25,171.85,172.27,169.68,170.69,50544796
2024-04-26,171.23,172.49,168.42,172.12,88426444
2024-04-29,172.84,174.57,171.36,172.37,61792216
2024-04-30,173.43,175.64,171.25,172.6,72544966
2024-05-01,172.73,178.14,171.99,177.47,43401690
2024-05-02,177.54,180.91,177.34,179.83,84869217
2024-05-03,178.93,183.13,177.83,182.73,64255241
2024-05-06,181.86,182.95,177.5,179.41,83565159
2024-05-07,178.52,181.8,176.42,180.51,75979369
2024-05-08,181.8,186.17,179.05,179.44,55744795
2024-05-09,179.63,180.48,179.62,180.45,46188970
2024-05-10,181.02,181.96,179.93,181.78,61993985
2024-05-13,181.27,181.94,180.8,181.66,75082761
2024-05-14,182.75,183.79,181.45,182.6,66026345
2024-05-15,182.92,187.22,182.75,183.82,36077797
2024-05-16,183.69,185.08,183.52,184.77,78779731
2024-05-17,183.92,188.56,183.63,188.08,72362884
2024-05-20,188.43,193.84,188.15,190.39,71595584
2024-05-21,190.81,193.36,189.45,191.89,67196787
2024-05-22,192.95,193.73,185.84,186.98,45745672
2024-05-23,186.77,187.07,182.93,184.25,48461910
2024-05-24,184.47,187.14,183.84,185.28,46467678
2024-05-27,185.08,186.34,183.85,184.57,61149538
2024-05-28,185.01,187.02,179.9,181.17,86538827
2024-05-29,181.41,182.9,179.96,182.04,66456183
2024-05-30,181.26,185.94,180.63,185.32,69959167
2024-05-31,185.19,195.64,184.31,194.27,46172780
2024-06-03,193.19,196.84,192.35,196.78,92784241
2024-06-04,195.07,195.97,191.27,191.71,37871854
2024-06-05,191.48,193.77,191.19,192.32,51690927
2024-06-06,190.9,191.1,188.15,189.81,63890646
2024-06-07,189.75,192.01,188.7,191.36,60657582
2024-06-10,193.93,194.94,191.51,193.03,43621474
2024-06-11,192.33,192.54,189.98,190.09,82874257
2024-06-12,189.84,190.4,184.39,186.5,87027166
2024-06-13,185.93,188.71,185.62,187.94,77576404
2024-06-14,187.6,188.96,183.03,184.45,49544030
2024-06-17,182.73,188.58,181.29,187.2,56155860
2024-06-18,187.07,189.05,185.87,189.02,42481472
2024-06-19,189.32,190.18,186.38,186.39,71760692
2024-06-20,187.49,190.61,187.48,188.29,91022703
2024-06-21,188.87,190.73,188.37,188.45,43037294
2024-06-24,187.68,193.38,187.66,191.78,51970399
2024-06-25,192.95,195.8,192.09,194.79,68832550
2024-06-26,194.2,197.22,193.03,196.03,66208296
2024-06-27,193.92,194.81,193.03,193.57,81572662
2024-06-28,192.82,196.0,191.61,195.63,80680436
2024-07-01,195.79,197.09,195.04,195.47,68793760
2024-07-02,196.01,196.6,193.49,194.08,77629237
2024-07-03,193.25,194.37,187.99,188.81,41578539
2024-07-04,190.43,191.72,189.08,191.67,72525350
2024-07-05,192.28,193.94,187.57,189.63,52317311
2024-07-08,188.01,190.71,187.27,189.07,45099089
2024-07-09,189.16,193.65,188.74,193.22,52896481
2024-07-10,193.02,193.86,187.57,188.26,85317223
2024-07-11,189.17,189.67,186.51,187.53,63858485
2024-07-12,186.96,191.71,186.66,191.54,79756883
2024-07-15,190.36,190.48,185.62,187.45,37419416
2024-07-16,186.47,187.27,186.28,186.49,87568651
2024-07-17,186.93,188.35,180.15,181.08,37110366
2024-07-18,181.04,181.97,179.96,180.51,68863704
2024-07-19,181.46,182.34,177.69,177.82,45379029
2024-07-22,178.73,180.21,174.78,176.58,51659679
2024-07-23,177.54,183.04,176.06,181.67,40213333
2024-07-24,182.46,182.69,179.85,180.74,83537331
2024-07-25,181.16,181.19,177.07,179.2,83335629
2024-07-26,178.91,180.17,177.26,177.87,42172369
2024-07-29,177.8,179.46,176.95,178.77,69032968
2024-07-30,177.39,179.86,176.84,178.5,62607734
2024-07-31,177.5,181.56,177.12,180.62,52941550
2024-08-01,181.92,183.09,179.16,180.05,49284338
2024-08-02,180.27,181.63,177.85,178.8,46644782
2024-08-05,180.12,180.36,175.59,176.66,46308958
2024-08-06,176.75,180.49,176.13,179.96,89083910
2024-08-07,180.85,181.72,180.21,180.94,47220396
2024-08-08,179.53,179.8,176.97,178.01,62936050
2024-08-09,179.01,179.58,173.91,173.99,49849254
2024-08-12,174.19,179.89,172.98,178.19,36290534
2024-08-13,177.58,179.41,176.26,178.32,46163362
2024-08-14,178.67,178.82,178.24,178.68,63250290
2024-08-15,177.93,179.62,176.49,177.11,46310337
2024-08-16,175.57,175.63,174.26,175.17,44389648
2024-08-19,175.46,179.23,173.14,178.47,74949374
2024-08-20,179.24,181.17,174.87,175.2,78633085
2024-08-21,174.82,177.22,174.38,175.81,63391076
2024-08-22,177.2,177.39,174.28,175.59,71635638
2024-08-23,176.41,179.26,173.05,174.37,74033229
2024-08-26,174.74,176.03,172.43,172.59,51193366
2024-08-27,171.75,174.08,167.47,169.08,35270080
2024-08-28,168.45,171.73,162.62,164.34,80725111
2024-08-29,164.4,165.36,158.91,160.09,90486868
2024-08-30,160.2,164.27,160.08,162.78,37706297
2024-09-02,162.69,162.92,158.7,160.02,58285069
2024-09-03,161.05,162.29,160.64,161.3,50127846
2024-09-04,162.18,163.08,161.56,162.01,45169002
2024-09-05,162.02,164.86,160.75,163.59,72674199
2024-09-06,161.76,163.6,157.64,158.02,41514352
2024-09-09,157.73,157.96,153.45,153.55,72967067
2024-09-10,152.59,152.67,151.37,152.31,77668334
2024-09-11,153.95,154.29,150.72,151.99,74266190
2024-09-12,153.42,155.17,151.08,152.77,78158138
2024-09-13,154.39,154.5,153.4,154.33,74801238
2024-09-16,153.98,159.45,153.58,157.66,41506571
2024-09-17,157.75,160.25,155.6,159.75,48949538
2024-09-18,160.04,161.05,157.32,159.34,45576738
2024-09-19,159.48,160.52,158.83,159.65,88445792
2024-09-20,159.77,160.64,158.57,160.3,62716735
2024-09-23,158.72,165.4,156.49,164.22,39798025
2024-09-24,163.96,167.74,162.51,166.68,59138732
2024-09-25,166.22,166.98,164.64,166.12,35201455
2024-09-26,164.75,167.17,164.13,166.02,64375926
2024-09-27,165.53,166.16,162.09,163.35,44527026
2024-09-30,163.09,167.12,160.86,167.01,50143650
2024-10-01,166.26,167.13,161.7,162.1,41791571
2024-10-02,162.59,163.59,158.74,159.94,52960413
2024-10-03,161.65,162.1,156.05,157.05,86791935
2024-10-04,156.06,160.97,155.61,160.7,42226099
2024-10-07,161.2,162.37,160.09,162.04,58311722
2024-10-08,162.05,162.4,161.21,161.72,55108486
2024-10-09,159.85,161.87,159.72,160.22,92112496
2024-10-10,161.13,162.34,160.53,161.45,46875773
2024-10-11,160.35,160.38,159.66,159.72,57970698
2024-10-14,160.17,160.37,157.84,159.48,83622086
2024-10-15,159.83,164.52,159.58,162.56,67782845
2024-10-16,163.14,164.24,158.29,159.55,89863615
2024-10-17,159.3,159.73,158.76,159.71,44487989
2024-10-18,159.12,160.76,158.87,159.02,83570904
2024-10-21,159.12,160.83,158.56,159.74,85094796
2024-10-22,159.35,162.51,157.7,162.3,49348207
2024-10-23,162.95,164.47,160.87,161.01,60607165
2024-10-24,160.78,163.12,160.77,162.72,70820928
2024-10-25,161.97,164.37,160.68,163.0,61076120
2024-10-28,163.32,163.76,162.21,162.27,79352475
2024-10-29,163.09,164.02,162.55,163.51,36721427
2024-10-30,163.73,164.75,160.91,161.5,92486668
2024-10-31,161.51,166.93,161.3,165.72,36561306
2024-11-01,167.91,169.09,163.71,163.85,65833798
2024-11-04,163.48,164.34,160.0,160.67,92349242
2024-11-05,161.49,162.09,159.68,160.35,82872071
2024-11-06,161.81,162.28,160.4,161.86,76791920
2024-11-07,162.49,163.82,157.54,157.55,58219673
2024-11-08,157.89,159.72,157.72,158.49,68311256
2024-11-11,157.54,161.93,156.86,160.71,79664148
2024-11-12,160.06,161.43,156.55,158.05,75078383
2024-11-13,160.28,160.53,155.49,155.77,56107874
2024-11-14,156.32,156.67,155.16,156.12,54889304
2024-11-15,156.79,158.6,152.89,153.66,77505731
2024-11-18,153.62,156.58,152.49,155.73,65007260
2024-11-19,156.58,160.25,155.67,159.73,37008856
2024-11-20,160.64,162.93,159.8,162.43,70094394
2024-11-21,162.0,163.67,161.8,163.59,84343367
2024-11-22,162.67,163.94,162.14,162.75,88761871
2024-11-25,162.47,164.85,161.97,164.23,61936526
2024-11-26,164.28,164.29,162.23,162.96,79919254
2024-11-27,163.15,167.48,161.96,166.38,45891829
2024-11-28,166.2,168.07,164.86,167.07,89088007
2024-11-29,165.92,169.5,164.83,167.7,57974068
2024-12-02,166.4,167.32,162.55,164.21,53343538
2024-12-03,164.02,164.95,159.28,160.21,46049899
2024-12-04,161.15,161.2,159.7,160.99,69542222
2024-12-05,161.39,161.63,159.26,160.73,65670971
2024-12-06,161.48,161.74,158.75,159.78,86460709
2024-12-09,158.9,161.34,157.71,160.96,77260099
2024-12-10,161.7,162.37,157.94,158.07,67587967
2024-12-11,156.38,159.23,155.84,158.37,49023536
2024-12-12,158.8,160.21,155.94,156.28,46007953
2024-12-13,156.52,157.2,155.01,155.69,86787727
2024-12-16,155.09,155.16,153.12,154.36,91634035
2024-12-17,154.57,156.59,153.14,153.18,46146168
2024-12-18,151.08,152.03,150.66,151.74,53017396
2024-12-19,151.89,157.02,151.54,156.35,76807287
2024-12-20,156.02,159.07,155.29,158.4,69262941
2024-12-23,157.73,161.38,156.68,160.87,53656951
2024-12-24,160.88,161.3,155.43,156.15,83308745
2024-12-25,155.97,159.08,155.32,158.51,57384521
2024-12-26,158.24,158.24,156.55,156.73,86217208
2024-12-27,156.68,157.53,152.49,153.46,70530251
2024-12-30,154.0,155.2,153.55,155.17,72703503
2024-12-31,156.03,156.37,153.52,154.0,55898662
2025-01-01,156.44,158.18,152.48,153.04,46785632
2025-01-02,153.2,155.85,153.09,155.59,43227071
2025-01-03,155.36,155.48,151.88,152.46,80868624
2025-01-06,152.97,158.71,152.23,158.46,77397843
2025-01-07,157.85,158.69,155.23,155.69,38256188
2025-01-08,157.05,157.99,154.14,155.97,84766822
2025-01-09,155.84,158.67,155.71,158.66,48173937
2025-01-10,158.98,159.28,156.64,158.54,41333095
2025-01-13,158.62,159.47,158.42,158.73,74920855
2025-01-14,157.97,159.05,155.39,157.1,71743918
2025-01-15,157.01,161.33,155.58,159.89,62938581
2025-01-16,160.25,162.19,157.93,158.16,69624340
2025-01-17,158.35,161.16,157.98,160.97,40660273
2025-01-20,161.05,162.18,160.42,160.43,75076197
2025-01-21,161.94,165.76,161.05,163.0,47096087
2025-01-22,163.09,166.5,162.07,164.61,58171291
2025-01-23,164.45,165.14,163.51,164.65,49595584
2025-01-24,164.97,165.93,163.23,163.96,89137269
2025-01-27,165.49,166.61,164.55,165.05,39111822
2025-01-28,165.32,166.52,156.92,158.33,53194699
2025-01-29,159.42,159.75,155.4,157.13,82055562
2025-01-30,157.55,160.83,156.75,159.82,42435926
2025-01-31,160.88,162.22,160.16,160.92,54672423
2025-02-03,161.45,161.66,154.87,155.34,69588215
2025-02-04,154.24,154.92,152.58,153.32,61791889
2025-02-05,153.3,160.53,152.25,158.96,62181969
2025-02-06,159.17,163.08,158.99,162.66,53934215
2025-02-07,161.78,163.83,160.76,161.26,41489614
2025-02-10,161.61,163.91,161.24,161.28,46971121
2025-02-11,161.19,161.87,159.95,161.15,68450223
2025-02-12,160.61,161.44,160.07,160.6,70594796
2025-02-13,160.84,161.56,158.69,158.9,83165612
2025-02-14,159.81,160.85,154.64,156.75,43531997
2025-02-17,156.34,157.53,153.29,154.98,78769033
2025-02-18,156.71,157.61,152.52,153.1,81469692
2025-02-19,152.95,153.16,152.32,152.7,68677614
2025-02-20,153.4,156.33,152.22,155.78,84409133
2025-02-21,155.05,158.97,152.48,157.6,65171878
2025-02-24,156.17,161.07,155.24,160.15,43043407
2025-02-25,159.75,166.2,159.64,163.02,59505884
2025-02-26,161.85,162.93,160.78,161.15,43800228
2025-02-27,161.98,163.45,161.2,163.33,83387957
2025-02-28,163.84,166.39,163.09,165.53,82106299
2025-03-03,165.86,169.51,165.76,169.34,54315049
2025-03-04,171.57,172.11,165.61,165.97,59737027
2025-03-05,166.89,169.86,163.67,164.11,80743542
2025-03-06,165.45,167.84,164.88,166.71,64155889
2025-03-07,167.57,167.95,165.97,167.78,73275591
2025-03-10,167.97,168.31,165.18,165.79,59240908
2025-03-11,164.89,165.06,161.05,161.56,65643469
2025-03-12,162.2,163.14,158.83,158.87,76483048
2025-03-13,159.58,161.27,159.07,159.47,66839558
2025-03-14,159.39,161.14,159.24,160.17,62392788
2025-03-17,159.01,163.19,158.95,162.58,77951022
2025-03-18,162.91,163.82,161.52,162.51,85220062
2025-03-19,163.87,166.75,163.07,164.88,35450529
2025-03-20,164.5,165.53,157.47,159.44,76746201
2025-03-21,158.39,159.16,156.16,157.81,50166649
2025-03-24,157.49,161.81,157.27,160.28,48859167
2025-03-25,159.87,160.34,159.54,159.96,73749339
2025-03-26,159.9,163.88,159.33,161.91,91450536
2025-03-27,161.58,164.39,159.95,164.0,88480910
2025-03-28,163.08,164.54,160.54,161.38,73632872
2025-03-31,161.94,162.15,161.36,162.1,52834967
2025-04-01,163.68,164.02,159.66,159.96,68838003
2025-04-02,159.53,159.91,154.97,156.19,59378851
2025-04-03,157.23,159.45,152.33,152.46,44001967
2025-04-04,152.96,154.98,150.64,154.3,80323517
2025-04-07,154.09,154.39,148.31,149.39,77811866
2025-04-08,149.6,150.87,148.88,150.65,87985739
2025-04-09,150.27,151.56,147.79,149.68,74878684
2025-04-10,149.76,151.62,149.55,151.23,77838373
2025-04-11,151.27,151.4,149.81,150.48,56328681
2025-04-14,150.45,153.89,149.36,152.48,76567199
2025-04-15,152.2,152.99,148.08,149.38,85453973
2025-04-16,148.85,149.29,144.97,145.56,88112081
2025-04-17,145.84,147.73,142.65,143.53,87966434
2025-04-18,142.83,147.64,142.12,146.12,43472235
2025-04-21,145.29,146.77,141.54,143.89,40809931
2025-04-22,143.15,143.39,140.29,140.98,64894975
2025-04-23,140.86,145.23,140.51,144.39,52331635
2025-04-24,143.49,144.84,141.68,143.29,83495651
2025-04-25,143.02,144.56,141.2,144.08,77305258
2025-04-28,145.49,146.01,142.66,143.65,86288962
2025-04-29,142.43,143.63,141.98,142.75,47516346
2025-04-30,143.44,144.7,141.72,142.12,43009669
2025-05-01,141.86,146.66,141.53,146.19,65726539
2025-05-02,147.6,148.29,146.2,148.02,88885564
2025-05-05,147.99,149.21,145.61,145.93,75369463
2025-05-06,146.97,147.64,139.26,140.3,85100540
2025-05-07,140.15,140.43,139.79,140.09,68393857
2025-05-08,139.36,144.85,139.0,143.36,64133144
2025-05-09,144.32,145.63,141.98,142.61,81031744
2025-05-12,141.47,145.01,140.71,144.39,57354504
2025-05-13,143.56,146.07,142.79,145.6,36754874
2025-05-14,145.1,146.63,144.9,146.4,91263035
2025-05-15,146.46,147.85,143.26,143.45,73820327
2025-05-16,144.03,144.12,142.38,142.63,80877417
2025-05-19,142.97,144.65,142.71,144.43,50657377
2025-05-20,144.93,148.21,143.91,147.58,85341352
2025-05-21,147.25,148.3,145.9,146.72,56453855
2025-05-22,146.8,152.61,145.97,152.06,52691931
2025-05-23,151.07,152.96,149.93,152.43,66321137
2025-05-26,152.56,153.71,148.89,149.03,51388127
2025-05-27,149.93,150.09,147.63,148.68,67343854
2025-05-28,149.0,149.83,148.32,149.05,85544470
2025-05-29,148.55,148.79,145.39,146.01,54490069
2025-05-30,146.97,147.85,144.43,144.65,71285059
2025-06-02,144.32,147.09,144.15,146.65,57265248
2025-06-03,146.55,154.91,145.47,153.31,58177196
2025-06-04,153.37,153.55,152.26,152.79,91457662
2025-06-05,152.82,154.04,151.16,153.49,52957121
2025-06-06,153.24,155.89,152.06,155.57,66962906
2025-06-09,155.29,156.89,155.23,155.8,54921060
2025-06-10,156.06,156.26,153.36,154.49,58341893
2025-06-11,154.75,156.95,154.59,156.54,36227657
2025-06-12,157.36,161.12,157.12,160.06,89539485
2025-06-13,160.54,161.04,156.42,156.52,45331625
2025-06-16,156.46,157.12,155.09,155.22,47479284
2025-06-17,156.16,156.22,154.41,156.16,61379373
2025-06-18,155.11,158.61,154.74,156.4,74621793
2025-06-19,157.12,157.45,155.41,155.51,44328277
2025-06-20,156.23,157.2,155.56,156.94,48917262
2025-06-23,155.91,161.12,155.89,160.65,69346092
2025-06-24,160.58,164.8,159.5,164.13,88233864
2025-06-25,163.66,165.5,163.26,164.82,76487168
2025-06-26,164.87,165.62,157.98,158.41,68333616
2025-06-27,158.69,163.14,157.31,162.32,54914261
2025-06-30,163.74,164.51,163.18,163.63,78999116
2025-07-01,163.96,168.06,163.56,167.9,78678066
2025-07-02,167.4,174.27,166.82,173.61,34872877
2025-07-03,174.47,178.26,174.26,177.39,83116906
2025-07-04,178.36,179.88,175.49,177.52,84228019
2025-07-07,177.49,177.78,171.38,171.52,47740830
2025-07-08,172.04,173.61,168.66,169.19,57095327
2025-07-09,169.32,170.0,167.78,168.1,35602832
2025-07-10,165.87,168.08,164.8,167.18,66722830
2025-07-11,168.14,168.88,164.83,164.94,41303309
2025-07-14,166.27,166.6,165.92,166.51,81422094
2025-07-15,166.18,169.68,165.95,168.92,86058386
2025-07-16,169.2,170.32,165.21,167.48,57652773
2025-07-17,167.66,171.37,166.0,169.82,54706230
2025-07-18,170.41,171.96,162.78,163.14,48858106
2025-07-21,164.19,167.11,163.72,166.56,43313000
2025-07-22,165.84,167.46,165.13,167.29,72369344
2025-07-23,168.01,168.83,165.02,165.7,63293846
2025-07-24,165.03,169.81,164.28,169.27,83725073
2025-07-25,169.78,170.27,168.67,169.29,75525504
2025-07-28,168.74,169.45,167.6,168.16,65175401
2025-07-29,166.81,168.28,165.08,168.25,48630218
2025-07-30,168.38,173.51,166.89,173.04,83452068
2025-07-31,174.27,176.14,172.99,174.94,75141483
2025-08-01,176.07,176.99,173.9,174.59,63758170
2025-08-04,173.81,174.45,170.82,171.63,86928509
2025-08-05,171.22,173.2,170.73,172.48,57397824
2025-08-06,171.37,175.68,169.12,173.96,50522432
2025-08-07,175.97,176.14,169.43,171.57,75409510
2025-08-08,170.24,174.11,170.2,173.84,85335120
2025-08-11,174.02,178.01,173.17,177.11,71140804
2025-08-12,176.94,180.31,174.59,179.48,89807831
2025-08-13,180.31,184.97,180.15,184.88,79197080
2025-08-14,185.9,186.1,182.66,183.17,67512567
2025-08-15,183.12,188.51,180.2,188.43,49930887
2025-08-18,189.05,190.45,184.13,185.16,70647543
2025-08-19,184.8,185.34,183.22,184.39,41895239
2025-08-20,185.54,186.32,185.24,186.03,62234811
2025-08-21,187.34,189.78,186.69,189.26,76277489
2025-08-22,190.2,190.69,186.27,186.82,84661898
2025-08-25,186.81,186.95,182.02,182.41,44174894
2025-08-26,181.9,184.95,180.87,183.36,61697480
2025-08-27,183.75,186.96,182.61,185.5,81240038
2025-08-28,186.31,190.99,182.93,187.96,43686097
2025-08-29,188.22,189.01,181.51,182.0,70655586
2025-09-01,182.68,187.39,182.22,186.19,74699699
2025-09-02,185.83,185.94,182.82,183.46,91411777
2025-09-03,185.31,186.92,180.14,180.78,51694882
2025-09-04,180.12,180.73,179.78,179.89,50380741
2025-09-05,179.39,181.95,179.37,181.0,88791445
2025-09-08,181.67,182.63,175.77,178.09,39110341
2025-09-09,177.86,178.83,173.96,174.67,76267265
2025-09-10,175.78,176.46,175.34,176.41,53781631
2025-09-11,175.59,179.97,175.1,179.29,89479120
2025-09-12,179.64,183.99,178.59,183.66,60097561
2025-09-15,184.21,184.43,182.26,183.23,57122251
2025-09-16,184.04,185.11,180.25,181.24,71857182
2025-09-17,179.31,180.64,176.24,176.86,66883398
2025-09-18,177.6,178.74,175.44,175.68,62659432
2025-09-19,175.76,178.32,174.68,177.01,57485713
2025-09-22,178.15,179.67,177.98,178.98,56953402
2025-09-23,180.21,181.12,178.63,179.23,91230275
2025-09-24,178.62,179.03,175.68,176.17,72384568
2025-09-25,176.9,177.19,174.21,175.56,45094235
2025-09-26,175.1,176.25,170.08,171.13,78542000
2025-09-29,170.04,172.32,169.8,172.3,48308829
