date,open,high,low,close,volume
2024-02-02,415.51,421.06,413.08,419.9,82764222
2024-02-05,420.4,421.9,419.85,421.41,70541956
2024-02-06,421.75,421.97,418.57,419.18,97771768
2024-02-07,417.72,422.43,415.82,420.73,117139591
2024-02-08,419.96,421.33,414.43,415.51,48467287
2024-02-09,414.57,421.6,412.3,420.96,45850299
2024-02-12,422.2,427.34,421.62,426.14,55698954
2024-02-13,425.12,431.65,423.17,429.22,83466526
2024-02-14,428.16,430.18,423.86,425.2,78447409
2024-02-15,424.58,431.87,424.2,431.18,48394915
2024-02-16,432.8,434.12,425.86,427.51,80484457
2024-02-19,429.65,431.64,426.04,429.62,107931334
2024-02-20,429.84,430.41,428.74,429.37,101930980
2024-02-21,429.47,430.03,423.7,424.79,85122594
2024-02-22,424.71,424.75,418.72,419.99,46089079
2024-02-23,419.47,420.71,415.69,416.0,71651569
2024-02-26,417.15,420.47,413.97,414.65,57488241
2024-02-27,415.07,415.84,411.03,412.88,112026772
2024-02-28,413.58,415.82,412.65,413.29,55577905
2024-02-29,411.5,418.09,410.71,417.22,108115197
2024-03-01,418.09,418.7,416.71,417.15,66670734
2024-03-04,416.98,418.55,413.1,414.06,120858172
2024-03-05,415.39,415.89,411.58,414.26,119827911
2024-03-06,415.74,423.12,413.98,422.52,76508133
2024-03-07,422.53,423.79,418.88,422.4,45786271
2024-03-08,421.82,428.69,419.1,428.01,94558494
2024-03-11,429.15,431.12,428.53,431.0,66071127
2024-03-12,430.34,430.89,425.22,426.67,48498575
2024-03-13,427.23,428.4,422.29,422.69,63344048
2024-03-14,423.19,424.06,418.44,419.93,79299826
2024-03-15,420.29,421.99,415.91,417.27,87301032
2024-03-18,417.36,419.82,411.79,413.57,96520351
2024-03-19,412.19,415.05,411.8,414.65,57904922
2024-03-20,416.1,416.43,411.53,414.37,85350347
2024-03-21,413.92,415.33,412.91,412.98,64131191
2024-03-22,411.68,416.72,411.54,415.93,67114836
2024-03-25,416.31,416.5,410.62,415.16,104804946
2024-03-26,414.28,415.52,410.59,410.87,69578594
2024-03-27,410.95,412.26,410.87,411.47,109289381
2024-03-28,411.97,413.82,410.56,410.85,115948230
2024-03-29,409.63,413.15,409.37,410.6,113087749
2024-04-01,409.3,416.36,409.28,415.25,87212571
2024-04-02,415.07,416.12,406.19,407.24,46026998
2024-04-03,406.82,410.78,404.06,410.02,73133585
2024-04-04,409.75,411.09,408.14,409.94,104464241
2024-04-05,408.74,414.27,407.07,414.1,84999951
2024-04-08,414.63,420.65,414.07,418.03,50170178
2024-04-09,420.13,424.97,420.11,423.68,81652702
2024-04-10,421.73,428.42,419.64,425.43,81243343
2024-04-11,426.71,426.73,423.04,423.17,77812827
2024-04-12,424.4,425.7,420.53,422.05,84007445
2024-04-15,420.5,428.11,417.42,428.1,64364355
2024-04-16,427.62,429.41,421.97,424.29,84498406
2024-04-17,424.31,424.88,423.38,424.25,113019968
2024-04-18,422.68,422.72,416.45,418.55,65978754
2024-04-19,421.27,424.78,419.17,423.45,85178224
2024-04-22,424.12,425.47,419.56,420.95,118441206
2024-04-23,420.7,426.18,418.95,425.13,104593501
2024-04-24,424.9,427.94,424.75,427.89,46949075
2024-04-25,426.97,428.33,426.11,426.47,82718026
2024-04-26,424.94,425.04,418.39,418.53,56217778
2024-04-29,419.86,423.11,419.62,422.98,96961321
2024-04-30,421.96,430.68,420.62,429.42,119250852
2024-05-01,427.83,431.06,426.34,430.21,55062603
2024-05-02,431.99,432.63,430.5,432.4,62440012
2024-05-03,432.35,432.73,428.61,429.71,115280590
2024-05-06,429.45,432.55,424.98,426.69,47930172
2024-05-07,427.48,428.25,415.0,415.47,108659705
2024-05-08,414.55,419.53,413.62,418.15,100024570
2024-05-09,418.33,420.16,414.04,417.47,75853901
2024-05-10,419.37,420.14,417.74,419.18,77810296
2024-05-13,420.4,425.9,418.88,424.69,96920380
2024-05-14,426.06,427.48,421.96,422.34,78541326
2024-05-15,420.0,426.74,419.93,426.36,81694887
2024-05-16,426.43,426.88,413.39,415.91,106562148
2024-05-17,418.38,419.19,417.73,418.03,111548503
2024-05-20,418.74,420.61,418.3,419.89,78802537
2024-05-21,418.48,427.98,418.23,425.23,46100930
2024-05-22,422.73,433.06,420.5,432.12,59063802
2024-05-23,433.95,436.46,432.59,435.78,99393868
2024-05-24,436.71,437.65,433.41,434.38,64461371
2024-05-27,434.46,434.89,432.38,433.77,77190474
2024-05-28,433.93,435.46,431.46,432.23,58882594
2024-05-29,431.9,432.87,429.43,432.56,92974712
2024-05-30,433.11,433.72,428.43,428.45,102108805
2024-05-31,426.52,429.9,425.2,427.53,46582071
2024-06-03,429.07,430.86,426.88,430.62,68873281
2024-06-04,432.02,435.84,423.31,424.95,58929412
2024-06-05,424.52,427.01,424.0,426.91,69269027
2024-06-06,426.87,429.76,423.86,428.23,96128581
2024-06-07,427.56,431.75,427.37,430.78,82429578
2024-06-10,430.09,434.37,429.78,433.46,64415828
2024-06-11,435.01,436.6,430.15,433.19,60903243
2024-06-12,435.14,437.99,433.74,436.24,96993561
2024-06-13,436.42,439.78,432.68,433.61,47292899
2024-06-14,432.93,435.09,431.87,431.88,110878852
2024-06-17,431.58,436.14,430.32,434.8,55926447
2024-06-18,434.24,436.78,429.38,429.44,83506337
2024-06-19,429.95,431.93,429.55,431.49,101761468
2024-06-20,431.93,433.46,425.64,427.42,83300749
2024-06-21,426.79,427.6,424.87,427.09,48518415
2024-06-24,428.01,428.59,425.99,426.16,50810892
2024-06-25,426.74,427.76,424.53,424.95,46526626
2024-06-26,425.69,427.23,424.15,426.71,120796730
2024-06-27,425.43,437.62,425.26,436.58,87893544
2024-06-28,439.01,440.33,432.2,433.44,52017215
2024-07-01,435.81,436.3,430.6,431.38,52807037
2024-07-02,431.27,432.53,427.36,429.42,62041650
2024-07-03,429.02,430.74,421.97,423.91,99888795
2024-07-04,423.76,425.76,419.41,424.46,98964105
2024-07-05,423.58,423.72,415.18,416.64,118693263
2024-07-08,415.92,419.28,414.92,416.78,49246597
2024-07-09,417.82,419.35,417.71,419.2,56212763
2024-07-10,417.87,426.18,416.07,425.37,55925435
2024-07-11,426.37,426.43,423.49,424.03,112143382
2024-07-12,424.06,424.88,412.47,416.34,118658430
2024-07-15,417.88,418.78,415.28,416.22,63973290
2024-07-16,413.18,422.73,412.92,420.93,113380881
2024-07-17,422.19,422.21,419.99,421.31,80591496
2024-07-18,421.29,421.88,419.68,419.91,91108272
2024-07-19,418.99,419.0,412.31,412.56,52922749
2024-07-22,412.8,415.19,411.07,413.53,78995024
2024-07-23,414.34,416.14,409.95,411.51,63752585
2024-07-24,411.9,413.9,411.39,412.55,104524955
2024-07-25,412.96,423.87,410.55,423.52,54936808
2024-07-26,424.38,424.57,423.79,423.96,74679591
2024-07-29,422.92,424.58,420.84,423.17,69987373
2024-07-30,422.85,426.36,422.58,423.53,120356093
2024-07-31,423.24,428.41,421.56,427.45,56452315
2024-08-01,424.89,425.09,422.01,422.55,98159629
2024-08-02,421.7,426.69,420.66,426.34,68628107
2024-08-05,425.29,426.94,422.42,426.39,63085834
2024-08-06,427.61,428.59,423.77,426.68,89412851
2024-08-07,426.76,427.08,424.01,424.77,80506986
2024-08-08,423.67,424.58,421.22,423.8,79887948
2024-08-09,422.48,430.19,419.46,429.55,46381435
2024-08-12,429.52,435.58,428.24,435.4,74651740
2024-08-13,433.96,434.59,431.95,432.92,109761340
2024-08-14,432.91,436.47,432.89,435.83,69728724
2024-08-15,436.65,440.08,436.28,438.67,45978263
2024-08-16,440.09,441.48,434.92,436.87,82439700
2024-08-19,436.24,437.58,431.48,434.72,47156247
2024-08-20,434.89,440.58,432.88,440.41,71385346
2024-08-21,438.75,441.55,437.18,438.79,64240432
2024-08-22,441.4,448.15,441.2,444.57,63090970
2024-08-23,445.07,449.6,443.05,447.81,94352866
2024-08-26,446.63,447.16,442.87,443.79,101405253
2024-08-27,443.26,444.86,442.0,443.58,63456195
2024-08-28,444.4,446.44,439.81,442.44,95714080
2024-08-29,441.91,446.45,440.43,443.78,49147528
2024-08-30,443.4,446.46,440.15,445.72,75778342
2024-09-02,445.32,451.96,444.08,450.13,76646648
2024-09-03,451.12,453.39,448.53,451.86,111753056
2024-09-04,453.65,454.98,452.64,454.63,112827302
2024-09-05,455.17,456.83,452.85,454.49,116217655
2024-09-06,452.9,454.22,450.78,450.89,94360761
2024-09-09,449.16,451.87,448.45,451.71,113243530
2024-09-10,451.25,461.38,449.58,457.33,60245686
2024-09-11,456.59,464.9,456.27,464.14,111825117
2024-09-12,461.98,469.22,460.87,465.32,48667284
2024-09-13,464.51,468.2,464.38,467.31,82243033
2024-09-16,468.53,470.13,467.7,469.05,92682786
2024-09-17,469.03,470.28,462.13,464.37,117437286
2024-09-18,464.46,466.19,461.63,463.66,95963399
2024-09-19,464.65,466.36,461.85,462.89,75047437
2024-09-20,461.85,463.85,458.68,461.33,78998177
2024-09-23,462.85,466.42,462.51,466.18,61075197
2024-09-24,466.1,471.71,465.97,470.64,103885576
2024-09-25,468.54,479.11,467.78,478.85,78543409
2024-09-26,479.31,479.82,471.11,471.71,61264634
2024-09-27,473.25,475.58,462.3,469.12,121369069
2024-09-30,470.0,473.62,469.54,472.8,89160754
2024-10-01,473.78,476.81,472.57,476.79,86701841
2024-10-02,477.14,481.14,471.28,479.45,86970035
2024-10-03,480.19,483.22,470.01,470.82,115108784
2024-10-04,472.4,472.61,462.78,466.0,73285860
2024-10-07,465.67,466.99,462.12,465.8,48854803
2024-10-08,465.06,471.88,464.28,470.91,110287158
2024-10-09,472.28,472.93,467.93,469.54,120715739
2024-10-10,470.59,471.71,467.07,469.24,95764410
2024-10-11,469.58,471.07,466.69,466.99,107850397
2024-10-14,466.07,469.15,465.75,467.72,58232300
2024-10-15,466.37,468.69,464.82,465.12,46699720
2024-10-16,465.44,471.44,463.27,468.67,57597022
2024-10-17,468.1,474.76,466.85,472.2,105603018
2024-10-18,472.45,475.48,463.51,464.27,74340500
2024-10-21,465.67,468.87,453.81,454.49,116334701
2024-10-22,454.45,455.38,452.88,453.18,102109572
2024-10-23,453.23,454.09,448.91,450.5,98200051
2024-10-24,451.33,453.27,447.92,450.6,119805532
2024-10-25,448.92,453.12,448.12,452.3,97582977
2024-10-28,451.32,453.27,444.96,445.28,112675679
2024-10-29,445.67,452.1,444.82,449.85,71927336
2024-10-30,447.73,452.08,447.05,451.6,79021621
2024-10-31,449.66,461.55,449.49,459.82,88830319
2024-11-01,459.0,459.18,455.48,456.4,107915666
2024-11-04,455.16,458.22,454.61,456.98,76944586
2024-11-05,456.42,462.49,455.28,462.0,98186751
2024-11-06,461.14,467.84,459.8,464.79,62941652
2024-11-07,465.86,470.16,464.23,468.24,103723297
2024-11-08,467.54,469.09,459.49,463.47,59959452
2024-11-11,462.59,463.54,458.81,462.97,111690355
2024-11-12,463.2,464.84,456.97,459.45,88317323
2024-11-13,460.03,462.07,458.3,461.15,77781353
2024-11-14,460.42,462.16,451.56,454.69,85484366
2024-11-15,455.69,458.59,452.34,453.5,106303328
2024-11-18,452.88,453.6,444.71,446.87,89965048
2024-11-19,448.56,449.09,444.53,444.73,115442056
2024-11-20,443.73,444.2,438.25,440.77,121235604
2024-11-21,438.64,438.74,433.95,435.12,71996676
2024-11-22,434.47,435.21,431.32,432.88,102658400
2024-11-25,429.85,431.12,427.6,428.81,48839786
2024-11-26,425.8,428.99,425.3,428.95,51848412
2024-11-27,428.73,433.15,425.81,431.92,54707035
2024-11-28,431.71,432.37,429.82,432.17,92230816
2024-11-29,430.79,437.8,430.54,436.77,97558342
2024-12-02,435.89,439.21,435.1,438.59,52855682
2024-12-03,438.39,442.24,437.55,440.57,77508264
2024-12-04,439.35,440.85,435.22,440.81,46329107
2024-12-05,440.21,447.22,437.85,445.19,88999342
2024-12-06,443.71,456.45,443.34,454.65,66157774
2024-12-09,454.01,455.8,447.52,448.61,59956509
2024-12-10,446.69,448.28,440.15,441.29,100319537
2024-12-11,440.97,445.56,439.63,444.32,96750827
2024-12-12,443.83,447.25,442.87,446.99,81007055
2024-12-13,448.47,453.54,446.55,446.62,64071561
2024-12-16,447.38,451.36,444.89,449.26,54255673
2024-12-17,447.67,448.58,442.71,444.08,112373916
2024-12-18,444.31,445.27,438.68,439.13,83380499
2024-12-19,442.17,442.22,432.16,433.81,75604201
2024-12-20,436.78,439.21,435.72,438.87,111601252
2024-12-23,437.78,439.07,426.01,428.72,97386352
2024-12-24,429.62,431.43,425.65,427.05,81982259
2024-12-25,426.55,430.66,425.62,428.6,51646362
2024-12-26,427.82,428.41,421.72,423.13,51348369
2024-12-27,422.3,423.15,417.4,418.81,80307747
2024-12-30,418.24,424.34,417.08,422.01,66033935
2024-12-31,425.16,427.57,423.43,424.45,78049508
2025-01-01,425.69,428.46,422.31,423.54,116248288
2025-01-02,425.59,428.09,422.05,422.75,70145888
2025-01-03,424.19,424.44,416.49,420.98,82495211
2025-01-06,422.6,424.88,420.21,423.71,75876217
2025-01-07,422.46,425.17,418.21,418.71,117130069
2025-01-08,418.04,421.69,417.05,421.51,87023845
2025-01-09,422.26,423.66,414.47,415.2,103887412
2025-01-10,414.62,415.54,411.79,412.25,65113712
2025-01-13,412.55,413.97,411.3,412.02,118181079
2025-01-14,411.28,413.44,410.18,412.61,95980056
2025-01-15,413.82,415.97,413.05,415.29,101754936
2025-01-16,417.22,418.25,414.15,414.68,113865422
2025-01-17,412.88,416.83,411.64,416.29,89686569
2025-01-20,415.12,415.43,409.86,413.03,69500942
2025-01-21,413.31,414.78,411.33,412.46,86205520
2025-01-22,415.55,418.31,414.29,418.06,116830586
2025-01-23,415.93,418.57,415.53,415.87,53816075
2025-01-24,416.62,419.34,415.62,418.56,121568968
2025-01-27,418.07,418.99,417.18,418.45,106476276
2025-01-28,417.62,420.7,417.22,418.88,68681218
2025-01-29,417.72,424.9,417.62,424.07,97202762
2025-01-30,424.93,425.04,422.75,423.36,96181002
2025-01-31,423.67,431.99,423.22,430.81,79468979
2025-02-03,429.28,429.46,425.36,426.43,91462064
2025-02-04,425.92,430.05,425.08,429.39,79474248
2025-02-05,428.95,436.0,427.1,433.58,55695734
2025-02-06,434.11,434.44,432.9,433.47,82854311
2025-02-07,433.77,443.83,433.17,443.67,64988008
2025-02-10,441.68,446.84,441.06,445.3,84915112
2025-02-11,446.03,447.49,445.47,446.14,91670420
2025-02-12,446.45,447.93,445.5,446.1,84227038
2025-02-13,444.99,454.02,444.04,452.82,93532599
2025-02-14,454.08,454.28,450.7,453.35,83869238
2025-02-17,453.48,460.05,451.88,459.19,79168141
2025-02-18,458.78,464.14,458.17,462.43,101209295
2025-02-19,462.45,462.88,456.53,456.8,102847771
2025-02-20,456.53,459.12,455.77,457.32,65184259
2025-02-21,455.07,466.31,454.05,465.57,76312099
2025-02-24,464.17,466.0,454.08,455.66,117313566
2025-02-25,457.4,457.64,452.77,454.46,76821352
2025-02-26,453.59,454.98,444.22,445.16,79678215
2025-02-27,443.84,446.03,441.95,445.19,86771024
2025-02-28,445.02,445.03,438.94,440.95,97613680
2025-03-03,440.6,445.13,440.56,443.77,120818410
2025-03-04,442.47,442.67,437.12,439.63,112506982
2025-03-05,440.8,444.27,436.34,438.94,55987351
2025-03-06,440.24,448.76,437.19,447.27,94180984
2025-03-07,445.63,461.44,442.64,461.14,47348841
2025-03-10,460.04,463.28,455.6,456.64,101180643
2025-03-11,456.74,457.09,450.35,451.83,120669139
2025-03-12,452.2,461.68,450.39,461.47,97992536
2025-03-13,462.1,467.68,460.21,464.5,74578957
2025-03-14,464.83,469.81,464.56,468.36,81754744
2025-03-17,469.13,469.17,465.61,468.06,114776924
2025-03-18,467.48,468.26,460.32,462.44,98701616
2025-03-19,461.71,467.38,458.94,466.55,96748169
2025-03-20,468.56,473.26,466.65,473.12,86211715
2025-03-21,473.7,476.47,471.8,475.51,109614405
2025-03-24,476.51,486.88,472.49,486.21,93519261
2025-03-25,484.85,491.14,483.64,488.01,62661797
2025-03-26,488.85,488.96,484.48,487.1,54996289
2025-03-27,487.11,492.77,486.32,491.2,48338886
2025-03-28,492.75,493.03,490.55,490.58,82696864
2025-03-31,489.13,493.57,488.44,493.26,63660596
2025-04-01,493.17,495.65,493.13,493.55,90734292
2025-04-02,495.43,498.83,490.27,490.79,71693424
2025-04-03,490.19,490.94,485.56,488.16,108524036
2025-04-04,489.37,492.61,488.4,492.05,108583759
2025-04-07,491.75,494.7,488.78,493.57,99231621
2025-04-08,492.69,496.05,491.1,495.54,107537840
2025-04-09,495.28,498.67,494.69,498.06,115781622
2025-04-10,498.84,504.72,495.97,501.73,96734957
2025-04-11,502.07,504.91,498.34,499.94,93706096
2025-04-14,500.6,501.27,488.7,490.6,119031214
2025-04-15,492.84,497.79,492.42,493.65,87501957
2025-04-16,493.39,495.79,493.03,494.31,70268909
2025-04-17,495.36,496.81,490.32,492.1,111272653
2025-04-18,493.24,501.19,493.13,498.86,102875150
2025-04-21,500.29,503.1,494.42,499.0,73095141
2025-04-22,499.75,501.6,498.5,500.98,103387861
2025-04-23,502.94,507.44,501.91,507.36,58873001
2025-04-24,507.68,510.1,506.32,508.84,76753395
2025-04-25,508.46,515.77,507.53,515.49,121346379
2025-04-28,516.73,520.15,514.34,514.41,112976409
2025-04-29,513.88,520.58,510.78,519.92,91776408
2025-04-30,520.6,520.82,510.69,511.93,116952368
2025-05-01,512.55,514.71,509.91,509.91,100739911
2025-05-02,510.48,514.56,508.38,512.32,105105319
2025-05-05,512.91,514.68,507.98,509.78,60396877
2025-05-06,508.9,511.27,507.07,507.37,81711055
2025-05-07,505.46,512.48,505.44,510.11,108587611
2025-05-08,509.78,509.94,499.64,502.49,106317742
2025-05-09,502.77,503.96,497.22,498.97,80070463
2025-05-12,499.69,503.35,497.2,502.87,113954413
2025-05-13,503.83,505.06,500.67,501.58,110213809
2025-05-14,500.43,502.33,499.81,501.6,53592983
2025-05-15,498.96,506.69,498.19,505.83,47360599
2025-05-16,505.1,507.52,496.66,499.33,71934966
2025-05-19,498.3,498.41,496.27,497.1,77711327
2025-05-20,498.46,500.65,489.88,490.84,82403920
2025-05-21,491.05,493.99,487.2,489.83,75401521
2025-05-22,489.77,495.86,488.45,495.81,46162704
2025-05-23,497.82,498.98,491.28,497.0,103089618
2025-05-26,497.06,498.51,496.08,498.33,92770226
2025-05-27,500.45,501.08,497.17,499.06,86112412
2025-05-28,498.01,498.5,495.33,496.15,81716715
2025-05-29,495.34,498.54,493.94,494.44,95283785
2025-05-30,493.05,497.28,491.77,494.3,73914260
2025-06-02,493.56,499.94,491.99,492.76,113495542
2025-06-03,491.79,495.6,482.26,483.47,98513362
2025-06-04,482.73,485.78,481.55,485.27,82633472
2025-06-05,484.74,486.68,477.97,482.45,54819270
2025-06-06,479.52,482.12,478.98,481.0,55917425
2025-06-09,478.91,481.41,475.98,476.28,47703925
2025-06-10,476.54,479.29,474.21,475.51,99521791
2025-06-11,478.6,480.47,475.31,477.45,47224868
2025-06-12,478.57,480.08,478.55,479.9,87101671
2025-06-13,482.62,486.68,476.15,476.63,101268709
2025-06-16,475.64,481.0,474.86,480.09,78164898
2025-06-17,477.31,490.5,476.38,488.92,116796200
2025-06-18,489.28,490.32,487.84,490.21,74285173
2025-06-19,490.49,495.14,490.36,492.0,90962204
2025-06-20,492.3,506.04,491.7,502.91,71512617
2025-06-23,503.44,508.71,503.23,507.23,119269414
2025-06-24,505.48,509.99,503.84,507.85,66477803
2025-06-25,508.9,509.39,505.95,507.01,111134377
2025-06-26,506.88,508.94,506.67,507.17,56875272
2025-06-27,510.81,518.38,508.39,517.81,68573567
2025-06-30,518.44,524.71,517.31,523.44,72601934
2025-07-01,521.35,522.69,517.15,518.54,65403325
2025-07-02,518.15,522.37,515.39,517.42,70980640
2025-07-03,517.29,520.38,514.09,518.95,120626719
2025-07-04,518.18,518.4,511.39,513.52,54930059
2025-07-07,512.13,515.0,508.64,510.06,115191154
2025-07-08,512.56,512.83,509.38,511.02,58989718
2025-07-09,513.42,514.51,504.7,505.25,51459893
2025-07-10,506.51,514.76,506.08,513.91,74035631
2025-07-11,513.65,518.53,512.0,516.69,71413239
2025-07-14,514.68,518.06,509.86,512.6,77184076
2025-07-15,511.08,523.61,508.29,520.31,58745824
2025-07-16,517.92,534.32,517.8,530.77,87653537
2025-07-17,529.38,532.25,528.93,529.05,49411420
2025-07-18,528.91,529.36,520.17,522.12,109696643
2025-07-21,520.7,526.15,518.44,525.77,64368710
2025-07-22,527.52,530.31,526.47,526.84,107698852
2025-07-23,526.42,529.52,521.84,522.02,73589370
2025-07-24,522.83,527.37,519.52,524.18,107924697
2025-07-25,523.41,527.45,522.03,525.58,93076589
2025-07-28,523.32,526.24,522.96,524.14,71131918
2025-07-29,521.41,529.33,521.03,529.06,67350944
2025-07-30,526.23,534.43,524.51,531.18,115439776
2025-07-31,532.11,532.74,523.05,523.73,89406512
2025-08-01,521.58,524.32,518.36,519.39,72281034
2025-08-04,520.55,522.7,513.38,514.68,54587749
2025-08-05,515.39,524.45,515.17,523.27,92638273
2025-08-06,523.12,523.66,516.13,518.8,80382665
2025-08-07,518.66,525.16,517.08,519.5,76496745
2025-08-08,520.66,522.72,512.39,513.49,80935391
2025-08-11,514.66,518.79,513.07,516.05,111731632
2025-08-12,517.93,521.86,510.89,511.25,61432761
2025-08-13,508.48,516.59,506.0,513.63,80153056
2025-08-14,511.87,519.6,511.52,519.33,72836628
2025-08-15,521.93,527.29,520.86,526.47,107862422
2025-08-18,525.64,526.38,524.57,525.3,98437090
2025-08-19,525.52,528.2,521.71,522.51,54803361
2025-08-20,523.57,523.74,518.73,518.89,116806164
2025-08-21,516.7,517.2,512.57,516.93,112135467
2025-08-22,519.2,520.2,513.06,515.33,97591093
2025-08-25,513.52,517.74,513.27,516.92,47949207
2025-08-26,514.19,525.75,513.79,523.82,84105244
2025-08-27,523.18,528.02,523.1,525.89,57902813
2025-08-28,525.15,527.04,520.21,521.03,73258829
2025-08-29,521.99,522.87,516.36,520.01,105241413
2025-09-01,517.9,527.14,515.48,526.98,75320482
2025-09-02,525.18,526.59,521.83,522.65,64328767
2025-09-03,521.99,525.84,514.9,517.6,51926955
2025-09-04,516.37,520.17,515.66,518.71,97600569
2025-09-05,516.47,521.75,515.27,518.87,83188655
2025-09-08,519.07,527.39,518.68,525.48,64453514
2025-09-09,526.0,533.01,524.51,529.63,90865226
2025-09-10,534.12,535.69,527.31,527.39,84231280
2025-09-11,526.6,529.78,525.46,526.28,68813514
2025-09-12,527.95,533.72,524.82,533.43,46851454
2025-09-15,531.13,531.4,526.33,527.49,59710460
2025-09-16,530.16,533.53,527.51,528.18,47758645
2025-09-17,528.68,534.19,528.1,531.11,56659484
2025-09-18,531.68,534.46,523.47,524.64,65801156
2025-09-19,523.38,527.57,522.78,526.67,77743725
2025-09-22,524.65,531.03,523.64,527.63,117131200
2025-09-23,527.53,532.24,525.29,528.28,94681664
2025-09-24,528.12,531.86,526.89,531.55,79124237
2025-09-25,530.81,537.4,527.02,537.18,96702437
2025-09-26,539.8,540.74,538.06,538.95,64967821
2025-09-29,539.43,540.25,530.54,532.24,90286856
